rtime,src,dst,sp,dp,size,tag
385453,12,13,26403,57916,1376404,78
385464,12,13,26403,57916,1384404,78
385481,12,13,26403,57916,1379059,78
385882,12,11,26403,57916,1383698,78
385904,13,11,26403,57916,1380416,78
386003,12,11,26403,57916,1381769,78
386021,13,12,26403,57916,1380651,78
386023,13,11,26403,57916,1381578,78
386024,11,12,26403,57916,1382209,78
386055,12,11,26403,57916,1382760,78
386065,13,12,26403,57916,1379865,78
386078,13,11,26403,57916,1379134,78
386088,11,12,26403,57916,1378740,78
386115,13,12,26403,57916,1380318,78
386118,11,12,26403,57916,1379521,78
386437,53,51,38728,9371,8516492,146
386440,52,51,38728,9371,8520557,146
386473,52,53,38728,9371,8490977,146
386474,51,53,38728,9371,8517214,146
386742,52,51,38728,9371,8494228,146
386748,53,51,38728,9371,8526551,146
386775,51,53,38728,9371,8502693,146
386859,52,53,38728,9371,8502291,146
386860,52,51,38728,9371,8499757,146
386899,51,53,38728,9371,8516326,146
386942,32,31,13785,57079,9742196,161
386948,33,31,13785,57079,9705610,161
386994,52,51,38728,9371,8493842,146
386994,53,51,38728,9371,8518903,146
387047,52,53,38728,9371,8516556,146
387091,51,52,38728,9371,8509603,146
387100,53,51,38728,9371,8518119,146
387106,53,52,38728,9371,8523804,146
387213,52,53,38728,9371,8497471,146
387346,32,31,13785,57079,9721683,161
387358,33,32,13785,57079,9731472,161
387382,31,32,13785,57079,9717154,161
387406,51,52,38728,9371,8516074,146
387412,33,31,13785,57079,9709912,161
387435,12,13,26403,57916,1383479,79
387439,12,11,26403,57916,1380428,79
387461,12,11,26403,57916,1381070,79
387461,11,13,26403,57916,1383990,79
387463,13,11,26403,57916,1384831,79
387473,12,13,26403,57916,1380998,79
387481,51,52,38728,9371,8502989,146
387485,13,11,26403,57916,1381973,79
387489,32,33,13785,57079,9721542,161
387490,11,13,26403,57916,1384492,79
387494,31,33,13785,57079,9740343,161
387496,12,11,26403,57916,1382072,79
387503,12,13,26403,57916,1384602,79
387509,11,13,26403,57916,1383125,79
387545,13,12,26403,57916,1380091,79
387550,11,12,26403,57916,1383182,79
387551,51,53,38728,9371,8523581,146
387553,33,31,13785,57079,9717962,161
387556,53,52,38728,9371,8504169,146
387564,13,11,26403,57916,1383147,79
387568,13,12,26403,57916,1386160,79
387575,11,12,26403,57916,1384398,79
387590,13,12,26403,57916,1383629,79
387600,11,12,26403,57916,1383682,79
387646,33,31,13785,57079,9732737,161
387663,31,33,13785,57079,9733188,161
387839,12,13,26403,57916,1380432,79
387854,12,11,26403,57916,1383940,79
387861,12,13,26403,57916,1383174,79
387864,11,13,26403,57916,1377728,79
387872,53,52,38728,9371,8518739,146
387877,13,11,26403,57916,1380609,79
387888,12,11,26403,57916,1385226,79
387891,11,13,26403,57916,1380582,79
387896,13,11,26403,57916,1381579,79
387905,12,13,26403,57916,1382620,79
387914,12,11,26403,57916,1382988,79
387919,11,13,26403,57916,1381692,79
387963,51,52,38728,9371,8491046,146
387964,13,11,26403,57916,1382794,79
388011,32,31,13785,57079,9727460,161
388090,12,13,26403,57916,1377761,79
388094,13,12,26403,57916,1379618,79
388098,11,12,26403,57916,1379883,79
388099,32,31,13785,57079,9732835,161
388113,12,13,26403,57916,1380879,79
388115,11,13,26403,57916,1382119,79
388118,13,12,26403,57916,1381549,79
388125,11,12,26403,57916,1384590,79
388144,12,13,26403,57916,1380304,79
388149,12,11,26403,57916,1386671,79
388149,13,12,26403,57916,1384841,79
388150,11,13,26403,57916,1383009,79
388158,11,12,26403,57916,1384885,79
388172,13,11,26403,57916,1383527,79
388175,12,11,26403,57916,1387677,79
388181,11,13,26403,57916,1381356,79
388184,31,32,13785,57079,9732410,161
388195,13,11,26403,57916,1386431,79
388209,12,11,26403,57916,1381209,79
388226,13,11,26403,57916,1384430,79
388310,31,32,13785,57079,9735882,161
388313,12,13,26403,57916,1386949,79
388344,11,13,26403,57916,1383823,79
388362,33,32,13785,57079,9720687,161
388381,12,11,26403,57916,1381614,79
388389,13,12,26403,57916,1386521,79
388391,12,13,26403,57916,1382506,79
388392,11,12,26403,57916,1385716,79
388403,13,11,26403,57916,1385068,79
388407,12,11,26403,57916,1384583,79
388414,32,33,13785,57079,9730699,161
388417,11,13,26403,57916,1385188,79
388424,12,13,26403,57916,1382975,79
388428,13,11,26403,57916,1380513,79
388434,13,12,26403,57916,1381542,79
388441,11,13,26403,57916,1378972,79
388441,11,12,26403,57916,1383005,79
388449,53,52,38728,9371,8495902,146
388460,33,32,13785,57079,9726201,161
388474,11,12,26403,57916,1381976,79
388485,13,12,26403,57916,1379099,79
388504,32,33,13785,57079,9728377,161
388530,12,11,26403,57916,1379638,79
388554,33,32,13785,57079,9720268,161
388558,13,11,26403,57916,1382737,79
388569,31,33,13785,57079,9704432,161
388589,12,13,26403,57916,1377893,79
388615,11,13,26403,57916,1382607,79
388640,12,11,26403,57916,1378407,79
388658,31,32,13785,57079,9722671,161
388664,13,11,26403,57916,1379890,79
388694,12,11,26403,57916,1385370,79
388716,13,11,26403,57916,1380597,79
388757,42,43,20273,53888,11088766,165
388894,42,41,20273,53888,11095904,165
388946,32,33,13785,57079,9732751,161
388953,31,33,13785,57079,9725887,161
388980,42,43,20273,53888,11070802,165
389018,41,43,20273,53888,10974987,165
389023,42,41,20273,53888,11075856,165
389226,43,41,20273,53888,11049178,165
389257,42,43,20273,53888,11080517,165
389332,51,53,38728,9371,3502719,147
389333,52,53,38728,9371,3501147,147
389343,42,41,20273,53888,11097678,165
389356,41,43,20273,53888,10978047,165
389480,41,43,20273,53888,10968768,165
389515,41,42,20273,53888,10972142,165
389534,43,42,20273,53888,11040879,165
389604,42,41,20273,53888,11074559,165
389815,41,43,20273,53888,10984653,165
389835,43,42,20273,53888,11042527,165
389886,42,43,20273,53888,11079237,165
389927,43,41,20273,53888,11079343,165
389956,52,53,38728,9371,3499108,147
390015,52,53,38728,9371,3503523,147
390117,41,42,20273,53888,10985963,165
390306,53,52,38728,9371,3502955,147
390318,52,53,38728,9371,3502373,147
390333,43,42,20273,53888,11049562,165
390373,43,41,20273,53888,11053125,165
390484,43,41,20273,53888,11053370,165
390616,53,52,38728,9371,3501951,147
390810,53,52,38728,9371,3496149,147
391004,53,52,38728,9371,3504466,147
391052,51,52,38728,9371,3493524,147
391053,51,53,38728,9371,3499483,147
391062,53,51,38728,9371,3503122,147
391063,52,51,38728,9371,3504376,147
391161,51,52,38728,9371,3503209,147
391175,51,53,38728,9371,3497195,147
391222,51,52,38728,9371,3496155,147
391227,22,21,13486,48622,9544316,155
391230,51,53,38728,9371,3501799,147
391240,23,21,13486,48622,9454216,155
391315,51,52,38728,9371,3499258,147
391340,53,51,38728,9371,3495622,147
391340,52,51,38728,9371,3500557,147
391360,23,21,13486,48622,9453213,155
391386,41,42,20273,53888,10985849,165
391398,22,23,13486,48622,9525507,155
391398,21,23,13486,48622,9457210,155
391418,53,51,38728,9371,3503426,147
391419,52,51,38728,9371,3504445,147
391469,52,51,38728,9371,3493420,147
391487,53,51,38728,9371,3497097,147
391652,22,21,13486,48622,9526472,155
391700,43,42,20273,53888,11049988,165
391750,21,23,13486,48622,9456123,155
391760,21,22,13486,48622,9487228,155
391779,22,23,13486,48622,9528182,155
391797,23,22,13486,48622,9476062,155
391927,21,23,13486,48622,9473093,155
391988,23,22,13486,48622,9454127,155
392023,22,23,13486,48622,9521651,155
392084,21,23,13486,48622,9463442,155
392112,23,21,13486,48622,9455336,155
392141,22,21,13486,48622,9525064,155
392164,21,22,13486,48622,9469946,155
392311,23,22,13486,48622,9474343,155
392408,22,21,13486,48622,9520385,155
392414,23,22,13486,48622,9456071,155
392431,41,42,20273,53888,10963654,165
392542,23,21,13486,48622,9463734,155
392884,22,23,13486,48622,9532279,155
392890,21,22,13486,48622,9467849,155
392975,21,22,13486,48622,9481853,155
396648,23,21,13486,48622,9451492,155
397002,22,21,13486,48622,9515235,155
397016,31,33,13785,57079,9732428,161
397028,32,33,13785,57079,9723994,161
397045,51,52,38728,9371,5332660,148
397055,52,51,38728,9371,5333467,148
397087,22,21,13486,48622,9513884,155
397104,52,51,38728,9371,5341712,148
397112,51,52,38728,9371,5326475,148
397151,52,51,38728,9371,5338625,148
397164,51,52,38728,9371,5323406,148
397192,32,33,13785,57079,9722699,161
397262,51,53,38728,9371,5330599,148
397265,23,21,13486,48622,9443784,155
397273,53,51,38728,9371,5340407,148
397314,51,53,38728,9371,5337117,148
397322,53,51,38728,9371,5341540,148
397362,51,53,38728,9371,5335729,148
397368,53,51,38728,9371,5329938,148
397417,31,33,13785,57079,9728688,161
397590,31,33,13785,57079,9729390,161
397597,32,33,13785,57079,9733723,161
397615,22,23,13486,48622,9509958,155
397632,53,51,38728,9371,5335151,148
397632,21,23,13486,48622,9462213,155
397633,51,53,38728,9371,5339670,148
397781,21,23,13486,48622,9465934,155
397825,22,23,13486,48622,9522047,155
397888,21,22,13486,48622,9466747,155
397901,23,22,13486,48622,9438492,155
397916,51,52,38728,9371,5337433,148
397980,22,21,13486,48622,9513715,155
398019,21,22,13486,48622,9461271,155
398022,21,23,13486,48622,9467960,155
398254,32,31,13785,57079,9726061,161
398366,22,23,13486,48622,9508616,155
398386,23,22,13486,48622,9445140,155
398389,32,31,13785,57079,9718356,161
398460,22,23,13486,48622,9511116,155
398477,23,22,13486,48622,9457243,155
398500,32,33,13785,57079,9725107,161
398505,31,33,13785,57079,9748115,161
398512,32,31,13785,57079,9737426,161
398521,33,31,13785,57079,9734810,161
398563,23,22,13486,48622,9466003,155
398621,31,32,13785,57079,9713322,161
398621,33,32,13785,57079,9720134,161
398701,33,31,13785,57079,9718861,161
398705,52,53,38728,9371,5339977,148
398712,52,51,38728,9371,5326720,148
398716,53,52,38728,9371,5333890,148
398796,53,52,38728,9371,5337232,148
398809,52,53,38728,9371,5331636,148
398849,53,52,38728,9371,5334050,148
398859,52,53,38728,9371,5342076,148
399083,32,31,13785,57079,9722923,161
399225,33,31,13785,57079,9718002,161
399355,33,31,13785,57079,9723633,161
399366,52,53,38728,9371,5339272,148
399598,31,32,13785,57079,9736166,161
399728,31,32,13785,57079,9718755,161
399765,33,32,13785,57079,9708244,161
399772,23,21,13486,48622,9431327,155
399801,22,21,13486,48622,9523151,155
399820,21,22,13486,48622,9471903,155
399906,33,32,13785,57079,9736524,161
399944,23,21,13486,48622,9466918,155
399970,21,23,13486,48622,9470519,155
400115,43,41,20273,53888,10456922,166
400140,42,41,20273,53888,10450721,166
400156,53,52,38728,9371,5330691,148
400245,43,41,20273,53888,10469388,166
400267,21,22,13486,48622,9462953,155
400289,41,43,20273,53888,10439106,166
400291,42,43,20273,53888,10467722,166
400299,41,42,20273,53888,10468891,166
400300,43,42,20273,53888,10463269,166
400378,42,41,20273,53888,10457049,166
400444,31,32,13785,57079,9734536,161
400456,42,43,20273,53888,10451939,166
400488,33,32,13785,57079,9709803,161
400505,43,42,20273,53888,10455557,166
400551,42,43,20273,53888,10486637,166
400659,42,43,20273,53888,10463398,166
400676,41,43,20273,53888,10461210,166
400677,43,42,20273,53888,10475863,166
400713,41,42,20273,53888,10485126,166
400739,42,41,20273,53888,10461377,166
400821,41,42,20273,53888,10456978,166
400835,42,41,20273,53888,10466868,166
400916,43,41,20273,53888,10467150,166
400955,41,42,20273,53888,10479426,166
401060,43,41,20273,53888,10464311,166
401097,41,43,20273,53888,10452338,166
401196,41,43,20273,53888,10452338,166
401331,43,42,20273,53888,10462982,166
402342,52,51,38728,9371,5331410,148
402344,53,51,38728,9371,5343945,148
402739,52,51,38728,9371,5331117,148
402740,53,51,38728,9371,5340009,148
403661,31,32,13785,57079,9734536,161
403677,53,52,38728,9371,5324074,148
403697,51,52,38728,9371,5329642,148
403712,53,51,38728,9371,5331218,148
403713,52,51,38728,9371,5332260,148
404031,53,51,38728,9371,5336656,148
404128,33,32,13785,57079,9709803,161
404143,52,51,38728,9371,5344989,148
404174,31,33,13785,57079,9748115,161
404184,32,33,13785,57079,9725107,161
404369,53,52,38728,9371,5330938,148
404415,51,52,38728,9371,5333854,148
404491,21,23,13486,48622,8979335,156
404503,22,21,13486,48622,8995134,156
404507,23,21,13486,48622,8956444,156
404512,22,23,13486,48622,8993328,156
404521,21,22,13486,48622,8973531,156
404544,23,22,13486,48622,8994711,156
404644,22,23,13486,48622,8979299,156
404649,23,22,13486,48622,9005762,156
404727,22,23,13486,48622,8998120,156
404736,23,22,13486,48622,8980881,156
404830,51,53,38728,9371,5321346,148
404831,52,53,38728,9371,5332822,148
404832,21,23,13486,48622,8983929,156
404884,23,21,13486,48622,8987340,156
404915,21,23,13486,48622,8980584,156
404969,23,21,13486,48622,8981842,156
405033,22,23,13486,48622,8994736,156
405075,21,22,13486,48622,8996033,156
405102,21,23,13486,48622,8990760,156
405105,22,21,13486,48622,8985806,156
405186,51,53,38728,9371,5331277,148
405206,22,21,13486,48622,8984480,156
405262,21,22,13486,48622,8971062,156
405296,51,53,38728,9371,5334683,148
405296,23,22,13486,48622,8985994,156
405297,22,21,13486,48622,8981350,156
405307,23,21,13486,48622,8984552,156
405381,51,52,38728,9371,5335373,148
405383,53,52,38728,9371,5327054,148
405455,52,53,38728,9371,5329342,148
405465,21,22,13486,48622,8992751,156
405502,52,53,38728,9371,5323792,148
405584,52,53,38728,9371,5331318,148
405584,51,53,38728,9371,5335945,148
405630,51,52,38728,9371,5330825,148
405637,53,52,38728,9371,5331511,148
406218,13,11,40477,46994,2518742,100
406251,11,13,40477,46994,2157992,100
406268,13,11,40477,46994,2517020,100
406268,11,12,40477,46994,2163697,100
406291,12,11,40477,46994,1806675,100
406303,12,13,40477,46994,1802266,100
406309,13,11,40477,46994,2521002,100
406311,11,13,40477,46994,2156157,100
406324,13,12,40477,46994,2523401,100
406344,11,13,40477,46994,2157764,100
406346,12,13,40477,46994,1795342,100
406350,11,12,40477,46994,2153172,100
406375,11,13,40477,46994,2154575,100
406393,13,12,40477,46994,2519371,100
406402,12,11,40477,46994,1801664,100
406415,13,11,40477,46994,2505943,100
406419,12,13,40477,46994,1805751,100
406428,11,12,40477,46994,2160448,100
406446,12,11,40477,46994,1799434,100
406453,12,13,40477,46994,1800433,100
406466,13,12,40477,46994,2519220,100
406477,11,12,40477,46994,2161081,100
406481,12,11,40477,46994,1805785,100
406521,13,12,40477,46994,2516013,100
407687,53,51,38728,9371,8494954,146
407694,52,51,38728,9371,8529791,146
408189,12,11,40477,46994,1798314,100
408192,13,11,40477,46994,2519496,100
408206,53,51,38728,9371,8513058,146
408246,12,11,40477,46994,1804002,100
408257,13,11,40477,46994,2520544,100
408294,12,11,40477,46994,1803250,100
408316,13,11,40477,46994,2520109,100
408319,12,11,40477,46994,1792197,100
408349,52,51,38728,9371,8514621,146
408366,13,11,40477,46994,2516000,100
408774,13,12,40477,46994,2508649,100
408836,13,12,40477,46994,2517070,100
408848,11,12,40477,46994,2165319,100
408850,11,13,40477,46994,2153886,100
408851,12,13,40477,46994,1803065,100
408889,13,12,40477,46994,2518333,100
408890,12,13,40477,46994,1801873,100
408896,11,13,40477,46994,2157276,100
408911,11,12,40477,46994,2151982,100
408936,12,13,40477,46994,1802154,100
408944,11,12,40477,46994,2160874,100
408972,11,12,40477,46994,2171479,100
408982,11,13,40477,46994,2170698,100
409014,13,12,40477,46994,2519643,100
409173,52,51,38728,9371,8524384,146
409396,53,51,38728,9371,8530095,146
409413,12,13,40477,46994,1801506,100
409419,11,13,40477,46994,2163712,100
409455,53,52,38728,9371,8493059,146
409506,51,52,38728,9371,8515646,146
409616,53,51,38728,9371,8525908,146
409641,52,51,38728,9371,8497081,146
409653,41,43,20273,53888,10460662,166
409676,51,52,38728,9371,8516194,146
409677,42,43,20273,53888,10451492,166
409789,41,43,20273,53888,10478080,166
409831,53,52,38728,9371,8511919,146
409886,41,43,20273,53888,10445664,166
409913,12,11,40477,46994,1794946,100
409936,12,11,40477,46994,1800791,100
409956,13,11,40477,46994,2518969,100
409975,41,43,20273,53888,10451067,166
409979,13,11,40477,46994,2524007,100
410125,12,11,40477,46994,1800424,100
410129,13,11,40477,46994,2516761,100
410213,12,11,40477,46994,1807527,100
410215,13,11,40477,46994,2518832,100
410255,42,41,20273,53888,10463462,166
410347,42,41,20273,53888,10449072,166
410485,42,43,20273,53888,10435339,166
410487,42,41,20273,53888,10465130,166
410502,43,41,20273,53888,10461849,166
410587,11,13,40477,46994,2157280,100
410587,12,13,40477,46994,1794158,100
410589,52,53,38728,9371,8504793,146
410607,42,43,20273,53888,10464429,166
410612,11,12,40477,46994,2164681,100
410615,13,12,40477,46994,2516090,100
410699,42,43,20273,53888,10465436,166
410775,52,53,38728,9371,8501804,146
410928,43,41,20273,53888,10462171,166
410951,13,12,40477,46994,2511269,100
410968,12,13,40477,46994,1801051,100
410997,13,12,40477,46994,2511865,100
411001,12,13,40477,46994,1791060,100
411011,11,13,40477,46994,2165485,100
411032,52,53,38728,9371,8521937,146
411035,13,12,40477,46994,2523979,100
411049,11,13,40477,46994,2162663,100
411052,12,13,40477,46994,1802045,100
411080,11,12,40477,46994,2165498,100
411084,11,13,40477,46994,2159521,100
411126,11,12,40477,46994,2154586,100
411159,43,42,20273,53888,10453815,166
411159,11,12,40477,46994,2156268,100
411180,41,42,20273,53888,10475139,166
411190,42,41,20273,53888,10474545,166
411289,52,53,38728,9371,8517453,146
411292,53,52,38728,9371,8513053,146
411305,43,42,20273,53888,10465898,166
411352,43,41,20273,53888,10467656,166
411433,41,42,20273,53888,10458345,166
411456,43,41,20273,53888,10465626,166
411756,41,42,20273,53888,10474931,166
411816,51,53,38728,9371,8514415,146
411842,53,52,38728,9371,8531946,146
411889,51,52,38728,9371,8513582,146
411894,51,53,38728,9371,8512852,146
411980,51,53,38728,9371,8502420,146
412017,41,42,20273,53888,10465696,166
412059,52,51,38728,9371,5328639,148
412062,53,51,38728,9371,5332538,148
412110,51,53,38728,9371,8510214,146
412137,51,52,38728,9371,8511194,146
412522,53,51,38728,9371,5329217,148
412561,52,51,38728,9371,5334067,148
412577,53,52,38728,9371,5338252,148
412579,51,52,38728,9371,5332990,148
412735,51,52,38728,9371,5334736,148
412735,53,52,38728,9371,5334662,148
412851,12,11,40477,46994,2034484,101
412854,12,13,40477,46994,2039677,101
412857,13,11,40477,46994,2041577,101
412858,11,13,40477,46994,2037638,101
412901,11,13,40477,46994,2040684,101
412906,11,12,40477,46994,2039030,101
412910,12,13,40477,46994,2038040,101
412912,13,12,40477,46994,2029599,101
412927,12,11,40477,46994,2030551,101
412929,13,11,40477,46994,2044350,101
412948,11,13,40477,46994,2040114,101
412950,11,12,40477,46994,2036922,101
412952,13,12,40477,46994,2040751,101
412956,12,13,40477,46994,2042696,101
412971,21,23,13486,48622,8982076,156
412976,13,11,40477,46994,2039572,101
412980,22,23,13486,48622,8987598,156
412985,11,13,40477,46994,2035894,101
412993,12,11,40477,46994,2036746,101
413009,11,12,40477,46994,2042593,101
413012,12,13,40477,46994,2040377,101
413028,12,11,40477,46994,2028295,101
413042,11,12,40477,46994,2039696,101
413069,13,11,40477,46994,2035415,101
413070,21,23,13486,48622,8995003,156
413070,13,12,40477,46994,2039059,101
413108,13,12,40477,46994,2038652,101
413420,51,53,38728,9371,5335207,148
413421,52,53,38728,9371,5337200,148
413443,21,22,13486,48622,8984919,156
413510,52,51,38728,9371,5333020,148
413516,53,51,38728,9371,5339385,148
413549,22,21,13486,48622,8983229,156
413629,22,21,13486,48622,8997147,156
413678,23,22,13486,48622,8991783,156
413687,23,21,13486,48622,8981023,156
413692,21,23,13486,48622,9000296,156
413748,22,21,13486,48622,8984096,156
413783,21,23,13486,48622,8974493,156
413839,22,21,13486,48622,8988795,156
413866,51,53,38728,9371,5333963,148
413887,23,22,13486,48622,8986477,156
413888,53,51,38728,9371,5337190,148
413904,21,22,13486,48622,8990038,156
413913,52,51,38728,9371,5335285,148
413914,52,53,38728,9371,5336166,148
413951,23,21,13486,48622,8991364,156
413983,22,23,13486,48622,8987784,156
414051,23,21,13486,48622,9002295,156
414173,51,53,38728,9371,5334548,148
414174,52,53,38728,9371,5337902,148
414328,53,52,38728,9371,5331330,148
414367,52,53,38728,9371,5324591,148
414371,51,52,38728,9371,5331458,148
414396,21,22,13486,48622,8983897,156
414440,51,53,38728,9371,5336603,148
414483,21,22,13486,48622,8995287,156
414519,22,23,13486,48622,8966363,156
414536,23,21,13486,48622,8991648,156
414606,22,23,13486,48622,8984866,156
414636,23,22,13486,48622,8992703,156
414730,23,22,13486,48622,8978780,156
414772,51,52,38728,9371,5334229,148
414773,53,52,38728,9371,5336832,148
415113,31,32,13785,57079,3962776,162
415114,33,32,13785,57079,3962192,162
415116,31,33,13785,57079,3962969,162
415117,32,33,13785,57079,3960414,162
415125,32,31,13785,57079,3957244,162
415125,33,31,13785,57079,3960098,162
415178,33,32,13785,57079,3960868,162
415218,33,32,13785,57079,3963166,162
415251,32,33,13785,57079,3959256,162
415253,43,42,20273,53888,10450575,166
415255,33,32,13785,57079,3961555,162
415288,32,33,13785,57079,3968063,162
415322,32,33,13785,57079,3958540,162
415379,43,42,20273,53888,10465236,166
415558,11,13,40477,46994,2032897,101
415558,12,13,40477,46994,2042541,101
415599,11,13,40477,46994,2030267,101
415599,12,13,40477,46994,2040673,101
415632,11,13,40477,46994,2035289,101
415638,12,13,40477,46994,2038187,101
415673,11,13,40477,46994,2040391,101
415693,12,13,40477,46994,2042317,101
415696,13,11,40477,46994,2037544,101
415696,12,11,40477,46994,2046963,101
415752,13,11,40477,46994,2043198,101
415752,12,11,40477,46994,2037810,101
415796,12,11,40477,46994,2036287,101
415799,13,11,40477,46994,2036233,101
415841,13,11,40477,46994,2041363,101
415841,12,11,40477,46994,2038924,101
415981,33,31,13785,57079,3966726,162
416076,43,41,20273,53888,10465626,166
416084,42,41,20273,53888,10474545,166
416184,11,12,40477,46994,2036160,101
416187,13,12,40477,46994,2034987,101
416228,13,12,40477,46994,2042600,101
416258,11,12,40477,46994,2030768,101
416258,13,12,40477,46994,2042860,101
416276,11,12,40477,46994,2037250,101
416310,11,12,40477,46994,2041784,101
416326,13,12,40477,46994,2040906,101
417006,31,33,13785,57079,3960661,162
417011,31,32,13785,57079,3955934,162
417025,32,31,13785,57079,3961205,162
417052,33,31,13785,57079,3960259,162
417099,33,31,13785,57079,3956230,162
417151,32,31,13785,57079,3961279,162
417167,31,33,13785,57079,3954497,162
417194,32,31,13785,57079,3960220,162
417219,31,32,13785,57079,3959711,162
417229,31,33,13785,57079,3967766,162
417301,31,32,13785,57079,3957554,162
417826,11,13,40477,46994,2034739,101
417826,12,13,40477,46994,2038716,101
417873,12,13,40477,46994,2043238,101
417873,11,13,40477,46994,2036910,101
417957,11,13,40477,46994,2038873,101
417958,12,13,40477,46994,2038606,101
417986,11,13,40477,46994,2033159,101
418071,12,11,40477,46994,2041207,101
418073,13,11,40477,46994,2040359,101
418105,12,11,40477,46994,2034899,101
418133,13,11,40477,46994,2035472,101
418176,12,11,40477,46994,2036391,101
418178,13,11,40477,46994,2042025,101
418228,12,11,40477,46994,2035995,101
418229,13,11,40477,46994,2042206,101
418253,12,13,40477,46994,2042315,101
418952,11,12,40477,46994,2040759,101
418955,13,12,40477,46994,2033698,101
419134,11,12,40477,46994,2038029,101
419140,13,12,40477,46994,2039831,101
419163,13,12,40477,46994,2036028,101
419190,11,12,40477,46994,2047204,101
419313,11,12,40477,46994,2031694,101
419316,13,12,40477,46994,2043163,101
420332,51,53,38728,9371,5341630,149
420332,52,53,38728,9371,5335120,149
420343,51,52,38728,9371,5332477,149
420347,53,52,38728,9371,5346856,149
420349,52,51,38728,9371,5336462,149
420349,53,51,38728,9371,5334331,149
420413,51,53,38728,9371,5342743,149
420418,52,51,38728,9371,5341367,149
420422,53,52,38728,9371,5324160,149
420481,52,51,38728,9371,5339772,149
420483,53,52,38728,9371,5337373,149
420490,51,53,38728,9371,5333940,149
420517,53,51,38728,9371,5342414,149
420536,52,53,38728,9371,5337282,149
420552,51,52,38728,9371,5335709,149
420585,51,53,38728,9371,5338816,149
420594,53,51,38728,9371,5335081,149
420642,53,51,38728,9371,5332783,149
420700,53,52,38728,9371,5333774,149
420703,52,51,38728,9371,5336180,149
420755,51,52,38728,9371,5338317,149
420804,51,52,38728,9371,5343004,149
421434,41,43,20273,53888,10471468,166
421435,42,43,20273,53888,10457834,166
421509,51,52,38728,9371,5337845,149
421511,43,41,20273,53888,10469645,166
421514,52,53,38728,9371,5330681,149
421518,42,41,20273,53888,10458416,166
421586,52,51,38728,9371,5332801,149
421646,52,51,38728,9371,5334241,149
421649,51,52,38728,9371,5336875,149
421694,52,51,38728,9371,5341642,149
421695,51,52,38728,9371,5328527,149
421700,42,43,20273,53888,10446690,166
421739,52,51,38728,9371,5340312,149
421792,42,43,20273,53888,10458838,166
421904,13,11,40477,46994,916819,102
421905,11,13,40477,46994,919036,102
421906,12,11,40477,46994,920565,102
421910,12,13,40477,46994,915715,102
421914,11,12,40477,46994,921385,102
421915,13,11,40477,46994,918291,102
421918,13,12,40477,46994,919230,102
421923,11,13,40477,46994,916965,102
421932,13,11,40477,46994,917057,102
421932,11,12,40477,46994,917556,102
421934,13,12,40477,46994,917444,102
421938,11,13,40477,46994,916349,102
421945,13,11,40477,46994,912678,102
421947,11,12,40477,46994,917535,102
421951,12,13,40477,46994,918862,102
421962,11,13,40477,46994,916837,102
421973,12,11,40477,46994,915753,102
421978,11,12,40477,46994,918222,102
421982,12,13,40477,46994,919340,102
421995,12,13,40477,46994,917091,102
422003,12,11,40477,46994,917252,102
422016,13,12,40477,46994,917633,102
422029,13,12,40477,46994,920003,102
422030,12,11,40477,46994,922593,102
422062,53,51,38728,9371,5336730,149
422121,52,53,38728,9371,5336884,149
422131,53,51,38728,9371,5343940,149
422185,53,52,38728,9371,5339021,149
422196,53,51,38728,9371,5335850,149
422258,41,43,20273,53888,10466749,166
422264,53,51,38728,9371,5337598,149
422303,53,52,38728,9371,5342603,149
422307,42,41,20273,53888,10460229,166
422311,43,41,20273,53888,10445614,166
422345,51,52,38728,9371,5329857,149
422405,52,51,38728,9371,5342888,149
422416,53,51,38728,9371,5337227,149
422456,41,43,20273,53888,10461711,166
422539,53,51,38728,9371,5339102,149
422546,41,43,20273,53888,10469000,166
422569,42,41,20273,53888,10451143,166
422585,52,51,38728,9371,5327404,149
422604,31,33,13785,57079,9725887,161
422607,32,33,13785,57079,9732751,161
422620,53,52,38728,9371,5336562,149
422666,42,43,20273,53888,10463535,166
422670,43,41,20273,53888,10447037,166
422687,53,51,38728,9371,5337710,149
422690,51,52,38728,9371,5335029,149
422731,52,51,38728,9371,5325777,149
422739,53,52,38728,9371,5345947,149
422797,52,53,38728,9371,5333867,149
422799,51,53,38728,9371,5334007,149
422863,33,32,13785,57079,9720134,161
422868,31,32,13785,57079,9713322,161
422872,51,53,38728,9371,5346336,149
422877,52,51,38728,9371,5332853,149
422894,53,51,38728,9371,5322991,149
422911,21,23,13486,48622,8980236,156
422944,32,33,13785,57079,9723994,161
422946,52,53,38728,9371,5336039,149
422953,51,52,38728,9371,5333926,149
422965,31,33,13785,57079,9732428,161
422967,53,52,38728,9371,5327142,149
423025,33,32,13785,57079,3958891,162
423059,51,52,38728,9371,5328026,149
423088,32,31,13785,57079,3958835,162
423088,33,31,13785,57079,3961452,162
423150,41,42,20273,53888,10464574,166
423164,31,33,13785,57079,3953424,162
423165,32,33,13785,57079,3965683,162
423166,32,31,13785,57079,3964872,162
423183,33,31,13785,57079,3966370,162
423193,43,42,20273,53888,10458815,166
423231,51,52,38728,9371,5333931,149
423235,52,51,38728,9371,5331027,149
423236,53,51,38728,9371,5332979,149
423281,12,11,40477,46994,917832,102
423282,13,11,40477,46994,918798,102
423288,11,13,40477,46994,917723,102
